title,runtime,vote_average,vote_count,year,genre
"Abraxas, Guardian of the Universe",90.0,4.0,7.0,1990,adventure
"Abraxas, Guardian of the Universe",90.0,4.0,7.0,1990,science fiction
"Abraxas, Guardian of the Universe",90.0,4.0,7.0,1990,action
Travels of an Ant,10.0,9.0,4.0,1983,animation
The Black Raven,61.0,5.3,4.0,1943,mystery
Sharpe's Rifles,102.0,5.6,27.0,1993,action
Sharpe's Rifles,102.0,5.6,27.0,1993,adventure
Sharpe's Rifles,102.0,5.6,27.0,1993,history
Sharpe's Rifles,102.0,5.6,27.0,1993,war
Picture of Light,83.0,6.4,4.0,1994,documentary
Chaos,188.0,7.7,6.0,1984,mystery
Chaos,188.0,7.7,6.0,1984,romance
Chaos,188.0,7.7,6.0,1984,drama
Chaos,188.0,7.7,6.0,1984,comedy
Chaos,188.0,7.7,6.0,1984,fantasy
Lucky Bastard,94.0,3.8,12.0,2014,thriller
Lucky Bastard,94.0,3.8,12.0,2014,drama
Lucky Bastard,94.0,3.8,12.0,2014,crime
What on Earth!,10.0,6.5,2.0,1966,animation
Life Risking Romance,103.0,7.7,3.0,2016,romance
Life Risking Romance,103.0,7.7,3.0,2016,thriller
Life Risking Romance,103.0,7.7,3.0,2016,comedy
Afro Tanaka,114.0,3.2,3.0,2012,comedy
Liar Game: Reborn,131.0,5.8,6.0,2012,drama
The Who: Thirty Years of Maximum R&B,155.0,0.0,0.0,1994,
Three Sisters,165.0,2.0,1.0,1970,
Wedding in Galilee,100.0,5.5,4.0,1988,drama
Wedding in Galilee,100.0,5.5,4.0,1988,romance
Jimi Hendrix: Electric Church,89.0,7.2,3.0,2015,music
Jimi Hendrix: Electric Church,89.0,7.2,3.0,2015,documentary
Mali Blues,90.0,0.0,0.0,2016,
Nice Places to Die,,0.0,0.0,2015,documentary
Black Rose,83.0,2.0,6.0,2014,drama
Black Rose,83.0,2.0,6.0,2014,crime
Black Rose,83.0,2.0,6.0,2014,action
Living,119.0,7.1,7.0,2012,
Loev,90.0,5.4,19.0,2016,drama
Loev,90.0,5.4,19.0,2016,romance
The Pass,87.0,7.2,23.0,2016,drama
Texas Rising,270.0,5.6,5.0,2015,drama
Texas Rising,270.0,5.6,5.0,2015,tv movie
Texas Rising,270.0,5.6,5.0,2015,western
Home of the Brave,90.0,7.5,3.0,1986,music
Radiant City,93.0,7.0,1.0,2007,documentary
Hasan Minhaj: Homecoming King,72.0,8.1,22.0,2017,comedy
Metalocalypse: The Doomstar Requiem,60.0,7.7,9.0,2013,animation
Metalocalypse: The Doomstar Requiem,60.0,7.7,9.0,2013,music
Metalocalypse: The Doomstar Requiem,60.0,7.7,9.0,2013,comedy
Metalocalypse: The Doomstar Requiem,60.0,7.7,9.0,2013,drama
Perhaps Love,108.0,7.0,19.0,2005,drama
Perhaps Love,108.0,7.0,19.0,2005,music
Perhaps Love,108.0,7.0,19.0,2005,romance
Jeremiah Tower: The Last Magnificent,120.0,0.0,0.0,2016,documentary
Happy Burnout,,5.3,3.0,2017,comedy
Fedora,114.0,6.1,20.0,1978,drama
Fedora,114.0,6.1,20.0,1978,romance
Bloody Psycho,90.0,0.0,0.0,1989,horror
The Night Before the Exams,100.0,6.3,215.0,2006,comedy
Intimate Parts,80.0,4.5,6.0,2013,drama
Intimate Parts,80.0,4.5,6.0,2013,romance
Till Night Do Us Part,71.0,7.5,3.0,2012,comedy
The Yellow Eyes of Crocodiles,118.0,6.1,67.0,2014,drama
The Black Hen,90.0,5.0,2.0,2015,drama
Among the Believers,0.0,7.0,5.0,2015,documentary
Behemoth,86.0,8.5,10.0,2015,documentary
Sex and Broadcasting,78.0,8.0,1.0,2014,
The Dust Storm,96.0,6.0,3.0,2016,romance
The Dust Storm,96.0,6.0,3.0,2016,drama
The Dust Storm,96.0,6.0,3.0,2016,music
The Last Day of Summer,66.0,6.3,4.0,1958,drama
The Last Day of Summer,66.0,6.3,4.0,1958,romance
Sarah Silverman: A Speck of Dust,71.0,7.7,11.0,2017,comedy
Umbrella Coup,95.0,6.5,16.0,1980,comedy
The Model Solution,0.0,0.0,0.0,2002,drama
Yarn,76.0,0.0,0.0,2016,animation
Yarn,76.0,0.0,0.0,2016,documentary
Taekwondo,105.0,7.8,16.0,2016,drama
Taekwondo,105.0,7.8,16.0,2016,romance
The Boss's Daughter,98.0,5.4,23.0,2016,comedy
The Boss's Daughter,98.0,5.4,23.0,2016,drama
The Boss's Daughter,98.0,5.4,23.0,2016,romance
Three heroes and the King of the Sea,75.0,5.5,2.0,2017,
Vamps,90.0,5.0,6.0,2017,horror
Vamps,90.0,5.0,6.0,2017,action
Vamps,90.0,5.0,6.0,2017,fantasy
Vamps,90.0,5.0,6.0,2017,thriller
Gatekeeper,39.0,0.0,0.0,2016,documentary
Allen Iverson: The Answer,46.0,9.0,1.0,2016,documentary
Allen Iverson: The Answer,46.0,9.0,1.0,2016,tv movie
The Magic Roundabout,85.0,5.6,38.0,2005,animation
The Magic Roundabout,85.0,5.6,38.0,2005,family
Negociador,80.0,6.6,7.0,2014,comedy
Breakdown Lane,76.0,4.0,8.0,2017,drama
Breakdown Lane,76.0,4.0,8.0,2017,horror
Breakdown Lane,76.0,4.0,8.0,2017,thriller
Rock'n Roll,123.0,5.4,194.0,2017,comedy
Rock'n Roll,123.0,5.4,194.0,2017,music
Black Butterfly,93.0,6.5,93.0,2017,thriller
I Am Jane Doe,91.0,6.7,10.0,2017,crime
I Am Jane Doe,91.0,6.7,10.0,2017,documentary
ÐÐ¾ÑÐ¼Ð° Ð¾ ÐºÑÑÐ»ÑÑÑ,,0.0,0.0,1979,drama
Girls Nite Out,96.0,4.7,3.0,1982,horror
Held For Ransom,59.0,0.0,0.0,1938,crime
Mudhalvan,169.0,6.3,6.0,1999,foreign
Mudhalvan,169.0,6.3,6.0,1999,thriller
Home Sweet Home,80.0,4.9,14.0,2013,horror
Home Sweet Home,80.0,4.9,14.0,2013,thriller
Nirvana,93.0,4.7,5.0,2008,drama
Nirvana,93.0,4.7,5.0,2008,romance
Cannibal,89.0,6.4,16.0,2006,drama
Cannibal,89.0,6.4,16.0,2006,horror
Cannibal,89.0,6.4,16.0,2006,thriller
Cannibal,89.0,6.4,16.0,2006,crime
Interceptors,97.0,4.2,5.0,1999,action
Interceptors,97.0,4.2,5.0,1999,thriller
Interceptors,97.0,4.2,5.0,1999,science fiction
Nemesis,94.0,5.3,40.0,1992,science fiction
Nemesis,94.0,5.3,40.0,1992,thriller
Superfantozzi,92.0,6.3,62.0,1986,comedy
Skinhead Attitude,90.0,8.0,2.0,2003,documentary
Skinhead Attitude,90.0,8.0,2.0,2003,foreign
Boudu,104.0,4.6,22.0,2005,comedy
Recon 2020:  The Caprini Massacre,92.0,1.0,2.0,2004,science fiction
Recon 2020:  The Caprini Massacre,92.0,1.0,2.0,2004,action
Doctor Aybolit,66.0,3.0,3.0,1984,animation
Doctor Aybolit,66.0,3.0,3.0,1984,comedy
Doctor Aybolit,66.0,3.0,3.0,1984,adventure
977,86.0,3.0,2.0,2006,drama
977,86.0,3.0,2.0,2006,science fiction
Hard-Hearted,84.0,4.0,2.0,2007,crime
Hard-Hearted,84.0,4.0,2.0,2007,drama
Intergirl,151.0,5.7,7.0,1989,drama
Intergirl,151.0,5.7,7.0,1989,romance
Frost,80.0,4.6,4.0,2012,horror
Frost,80.0,4.6,4.0,2012,science fiction
Frost,80.0,4.6,4.0,2012,thriller
The Sannikov Land,90.0,6.9,7.0,1973,fantasy
The Sannikov Land,90.0,6.9,7.0,1973,adventure
Extraterrestrial,128.0,6.7,3.0,2007,drama
Extraterrestrial,128.0,6.7,3.0,2007,science fiction
The Goddess,105.0,4.1,5.0,2004,drama
Gamer,0.0,3.2,5.0,2001,action
Gamer,0.0,3.2,5.0,2001,thriller
Gamer,0.0,3.2,5.0,2001,science fiction
Gamer,0.0,3.2,5.0,2001,foreign
Junk,110.0,3.5,6.0,2006,crime
Junk,110.0,3.5,6.0,2006,horror
Junk,110.0,3.5,6.0,2006,thriller
Star Command,97.0,4.3,4.0,1996,drama
Star Command,97.0,4.3,4.0,1996,science fiction
Star Command,97.0,4.3,4.0,1996,thriller
Hello Smile!,90.0,6.7,3.0,1956,comedy
Life for Two,100.0,6.5,1.0,1958,comedy
How to Keep the Red Lamp Burning,100.0,6.0,3.0,1965,comedy
How to Keep the Red Lamp Burning,100.0,6.0,3.0,1965,drama
Deadly Species,90.0,3.2,3.0,2002,horror
The Worst of Faces of Death,60.0,0.0,0.0,1987,horror
The Worst of Faces of Death,60.0,0.0,0.0,1987,documentary
Peek-a-boo,95.0,4.5,3.0,1954,comedy
The Twelve Chairs,94.0,6.5,2.0,1962,comedy
The Second Tragic Fantozzi,110.0,7.5,105.0,1976,comedy
Virgin Report,82.0,4.0,1.0,1972,comedy
Virgin Report,82.0,4.0,1.0,1972,drama
Virgin Report,82.0,4.0,1.0,1972,horror
Interceptor Force 2,90.0,0.0,0.0,2002,action
Interceptor Force 2,90.0,0.0,0.0,2002,science fiction
They Are Among Us,99.0,4.5,4.0,2004,horror
They Are Among Us,99.0,4.5,4.0,2004,science fiction
They Are Among Us,99.0,4.5,4.0,2004,thriller
They Are Among Us,99.0,4.5,4.0,2004,tv movie
L'educazione sentimentale di Eugenie,0.0,8.0,1.0,2005,
The Da Vinci Treasure,91.0,2.8,3.0,2006,mystery
The Da Vinci Treasure,91.0,2.8,3.0,2006,action
The Da Vinci Treasure,91.0,2.8,3.0,2006,adventure
Spermula,103.0,5.5,4.0,1976,science fiction
Spermula,103.0,5.5,4.0,1976,horror
The Fear of Speed,90.0,2.0,2.0,2002,comedy
The Fear of Speed,90.0,2.0,2.0,2002,action
Wild Flowers,81.0,7.1,8.0,2000,drama
Wild Flowers,81.0,7.1,8.0,2000,action
Wild Flowers,81.0,7.1,8.0,2000,comedy
Assault of the Killer Bimbos,85.0,3.0,2.0,1988,action
Assault of the Killer Bimbos,85.0,3.0,2.0,1988,comedy
Assault of the Killer Bimbos,85.0,3.0,2.0,1988,thriller
The Guyver: Bio-Booster Armor,360.0,6.2,5.0,1989,science fiction
The Guyver: Bio-Booster Armor,360.0,6.2,5.0,1989,animation
The Guyver: Bio-Booster Armor,360.0,6.2,5.0,1989,foreign
The Guyver: Bio-Booster Armor,360.0,6.2,5.0,1989,action
The Guyver: Bio-Booster Armor,360.0,6.2,5.0,1989,horror
Snuff 102,101.0,3.4,8.0,2007,thriller
Snuff 102,101.0,3.4,8.0,2007,horror
A Prince (almost) Charming,88.0,5.2,16.0,2013,romance
A Prince (almost) Charming,88.0,5.2,16.0,2013,comedy
Shark Zone,87.0,2.5,2.0,2003,action
Shark Zone,87.0,2.5,2.0,2003,adventure
Shark Zone,87.0,2.5,2.0,2003,drama
Shark Zone,87.0,2.5,2.0,2003,horror
Shark Zone,87.0,2.5,2.0,2003,thriller
Door on the Left as You Leave the Elevator,83.0,6.9,9.0,1988,comedy
The Fruit Is Ripe,95.0,5.7,9.0,1977,comedy
The Fruit Is Ripe,95.0,5.7,9.0,1977,romance
The Naked Eye,104.0,6.0,2.0,1998,
Schoolgirl Report Part 1: What Parents Don't Think Is Possible,90.0,4.6,7.0,1970,drama
Open Graves,88.0,4.6,24.0,2009,horror
Open Graves,88.0,4.6,24.0,2009,thriller
Black Magic M-66,47.0,7.0,4.0,1987,action
Black Magic M-66,47.0,7.0,4.0,1987,animation
Black Magic M-66,47.0,7.0,4.0,1987,science fiction
Dr. Alien,90.0,6.1,6.0,1989,comedy
Dr. Alien,90.0,6.1,6.0,1989,science fiction
2012 Doomsday,85.0,2.3,32.0,2008,adventure
2012 Doomsday,85.0,2.3,32.0,2008,action
2012 Doomsday,85.0,2.3,32.0,2008,fantasy
2012 Doomsday,85.0,2.3,32.0,2008,horror
2012 Doomsday,85.0,2.3,32.0,2008,science fiction
2012 Doomsday,85.0,2.3,32.0,2008,thriller
Combustion,104.0,5.4,38.0,2013,action
Adventures Of A Taxi Driver,89.0,6.8,4.0,1976,comedy
Fugitives,95.0,6.7,61.0,1986,comedy
Fugitives,95.0,6.7,61.0,1986,crime
The Voyeur,90.0,4.1,54.0,1994,drama
The Voyeur,90.0,4.1,54.0,1994,romance
The Chronicles of Riddick: Dark Fury,34.0,5.9,157.0,2004,action
The Chronicles of Riddick: Dark Fury,34.0,5.9,157.0,2004,animation
The Chronicles of Riddick: Dark Fury,34.0,5.9,157.0,2004,science fiction
The Chronicles of Riddick: Dark Fury,34.0,5.9,157.0,2004,thriller
She,102.0,5.2,11.0,1984,action
She,102.0,5.2,11.0,1984,adventure
She,102.0,5.2,11.0,1984,fantasy
Manitou's Shoe,87.0,6.7,145.0,2001,comedy
Manitou's Shoe,87.0,6.7,145.0,2001,western
Appleseed: Ex Machina,105.0,6.6,79.0,2007,animation
Appleseed: Ex Machina,105.0,6.6,79.0,2007,action
Appleseed: Ex Machina,105.0,6.6,79.0,2007,thriller
Appleseed: Ex Machina,105.0,6.6,79.0,2007,science fiction
The Giant King,96.0,4.8,4.0,2012,science fiction
The Giant King,96.0,4.8,4.0,2012,animation
The Giant King,96.0,4.8,4.0,2012,fantasy
The Giant King,96.0,4.8,4.0,2012,comedy
The Giant King,96.0,4.8,4.0,2012,family
The Dark Side of The Moon,96.0,4.7,11.0,1990,horror
The Dark Side of The Moon,96.0,4.7,11.0,1990,action
The Dark Side of The Moon,96.0,4.7,11.0,1990,thriller
The Dark Side of The Moon,96.0,4.7,11.0,1990,science fiction
My Seawoman,80.0,2.8,3.0,1990,comedy
Seven Old Men and One Girl,81.0,5.0,1.0,1968,comedy
The Marriage of Balzaminov,90.0,6.9,5.0,1964,comedy
The Cutlass,210.0,5.5,2.0,1973,adventure
The Cutlass,210.0,5.5,2.0,1973,family
Take Care of the Women!,120.0,5.0,1.0,1981,comedy
Take Care of the Women!,120.0,5.0,1.0,1981,romance
Take Care of the Women!,120.0,5.0,1.0,1981,music
Butterfly Kiss,96.0,2.8,4.0,2006,action
Butterfly Kiss,96.0,2.8,4.0,2006,romance
Butterfly Kiss,96.0,2.8,4.0,2006,crime
The Life Of Buddha,92.0,5.3,2.0,2007,history
The Life Of Buddha,92.0,5.3,2.0,2007,documentary
The Life Of Buddha,92.0,5.3,2.0,2007,animation
The Life Of Buddha,92.0,5.3,2.0,2007,drama
Purgatory,120.0,4.5,4.0,1998,war
Rammstein: Live aus Berlin,80.0,9.0,4.0,1999,music
Dumpling Brothers,130.0,7.0,1.0,2013,comedy
Dumpling Brothers,130.0,7.0,1.0,2013,drama
The Bonus,85.0,3.7,3.0,1974,drama
The Bonus,85.0,3.7,3.0,1974,foreign
The Bonus,85.0,3.7,3.0,1974,tv movie
Babnik,74.0,1.0,1.0,1990,comedy
Indigo,90.0,3.7,3.0,2008,mystery
Indigo,90.0,3.7,3.0,2008,thriller
Indigo,90.0,3.7,3.0,2008,fantasy
The Cook,71.0,3.0,1.0,1965,comedy
The Cook,71.0,3.0,1.0,1965,romance
Valentin and Valentina,93.0,4.3,3.0,1985,drama
Valentin and Valentina,93.0,4.3,3.0,1985,romance
Where Is Enohp Located?,82.0,4.0,2.0,1987,comedy
Zigzag of Success,88.0,6.0,2.0,1968,comedy
Be My Husband,87.0,4.5,2.0,1981,comedy
Be My Husband,87.0,4.5,2.0,1981,romance
The Mechanic Gavrilov's Beloved Woman,79.0,5.0,4.0,1982,romance
The Mechanic Gavrilov's Beloved Woman,79.0,5.0,4.0,1982,comedy
The Foundling,68.0,5.8,4.0,1939,comedy
The Foundling,68.0,5.8,4.0,1939,drama
Tractor Drivers,88.0,4.0,2.0,1939,romance
Tractor Drivers,88.0,4.0,2.0,1939,drama
Tractor Drivers,88.0,4.0,2.0,1939,comedy
The Stepmother,85.0,7.0,1.0,1973,drama
The Imaginary Voyage,80.0,6.5,4.0,2026,comedy
The Imaginary Voyage,80.0,6.5,4.0,2026,drama
The Imaginary Voyage,80.0,6.5,4.0,2026,fantasy
White Dew,89.0,6.4,7.0,1983,comedy
The Invisible Man,89.0,5.0,1.0,1984,drama
The Invisible Man,89.0,5.0,1.0,1984,science fiction
Three Poplars on Plyuschikha Street,79.0,7.6,10.0,1967,drama
Three Poplars on Plyuschikha Street,79.0,7.6,10.0,1967,romance
Three Plus Two,100.0,7.4,8.0,1963,comedy
Three Plus Two,100.0,7.4,8.0,1963,romance
The Tracker,90.0,6.0,2.0,2001,action
The Dancer,89.0,4.6,5.0,2000,drama
One Way,116.0,4.9,12.0,2006,crime
One Way,116.0,4.9,12.0,2006,foreign
One Way,116.0,4.9,12.0,2006,mystery
One Way,116.0,4.9,12.0,2006,thriller
Succubus,84.0,6.4,5.0,1968,horror
Succubus,84.0,6.4,5.0,1968,foreign
"Och, Karol",94.0,6.5,2.0,1985,comedy
"Och, Karol",94.0,6.5,2.0,1985,romance
A Bell From Hell,106.0,6.6,8.0,1973,foreign
A Bell From Hell,106.0,6.6,8.0,1973,horror
Exit,110.0,5.0,2.0,2000,thriller
Exit,110.0,5.0,2.0,2000,science fiction
Exit,110.0,5.0,2.0,2000,crime
Courage,85.0,7.1,4.0,2011,drama
Courage,85.0,7.1,4.0,2011,family
Heroes,0.0,7.6,11.0,2010,drama
Heroes,0.0,7.6,11.0,2010,adventure
Tomorrow I'll Wake Up and Scald Myself with Tea,93.0,6.3,10.0,1977,comedy
Tomorrow I'll Wake Up and Scald Myself with Tea,93.0,6.3,10.0,1977,science fiction
Tomorrow I'll Wake Up and Scald Myself with Tea,93.0,6.3,10.0,1977,war
Soulless 2,0.0,4.4,11.0,2015,drama
Dumb: The Story of Big Brother Magazine,79.0,6.0,1.0,2017,documentary
Parsifal,255.0,8.3,3.0,1982,drama
Parsifal,255.0,8.3,3.0,1982,music
Tropical Carmine,80.0,6.0,3.0,2014,
After Love,98.0,5.9,38.0,2016,drama
After Love,98.0,5.9,38.0,2016,comedy
Thunder Road,13.0,8.0,2.0,2016,drama
Thunder Road,13.0,8.0,2.0,2016,comedy
Manoman,11.0,7.0,1.0,2015,drama
Manoman,11.0,7.0,1.0,2015,animation
The Most Beautiful Thing,11.0,4.5,2.0,2012,
The Glass Cell,93.0,5.0,1.0,1978,drama
The Glass Cell,93.0,5.0,1.0,1978,crime
Anna Karenina,139.0,5.3,6.0,1948,drama
Anna Karenina,139.0,5.3,6.0,1948,romance
The Promise,131.0,4.5,3.0,2016,crime
The Promise,131.0,4.5,3.0,2016,documentary
Sweet Virginia,95.0,0.0,1.0,2017,
Mobile Homes,105.0,0.0,1.0,2018,drama
The Farthest,120.0,8.3,6.0,2017,documentary
Crossing the Last Line,107.0,5.3,2.0,1991,action
Crossing the Last Line,107.0,5.3,2.0,1991,crime
Crossing the Last Line,107.0,5.3,2.0,1991,drama
The Old Man,102.0,4.0,4.0,2012,action
The Old Man,102.0,4.0,4.0,2012,adventure
The Old Man,102.0,4.0,4.0,2012,drama
A Tale of Legendary Libido,120.0,6.2,13.0,2008,comedy
A Tale of Legendary Libido,120.0,6.2,13.0,2008,fantasy
A Tale of Legendary Libido,120.0,6.2,13.0,2008,drama
A Stork's Journey,85.0,5.1,11.0,2017,adventure
A Stork's Journey,85.0,5.1,11.0,2017,animation
A Grande FamÃ­lia: O Filme,105.0,5.5,14.0,2007,comedy
Macbeth,160.0,6.9,9.0,2010,drama
Tiger Raid,92.0,4.0,2.0,2016,thriller
Hunter Will Get You,110.0,6.4,14.0,1976,crime
Hunter Will Get You,110.0,6.4,14.0,1976,action
Hunter Will Get You,110.0,6.4,14.0,1976,thriller
Nobody Wanted to Die,107.0,5.8,4.0,1965,drama
Up in the World,87.0,6.5,5.0,1956,comedy
The Alive and the Dead,201.0,5.0,1.0,1963,war
The Alive and the Dead,201.0,5.0,1.0,1963,drama
Love Hotel,88.0,5.0,1.0,1985,
You'll Never Be Alone,81.0,7.6,11.0,2016,crime
You'll Never Be Alone,81.0,7.6,11.0,2016,drama
Harold and Lillian: A Hollywood Love Story,96.0,10.0,1.0,2015,documentary
The Journey,94.0,7.4,5.0,2017,drama
McLaren,94.0,8.0,13.0,2017,documentary
Destiny,103.0,7.7,8.0,2006,drama
Kommunist,0.0,6.7,3.0,1958,drama
The Dancer,108.0,6.3,66.0,2016,drama
Grow Your Own,97.0,6.2,6.0,2007,comedy
The Battalion,120.0,5.9,6.0,2015,war
The Battalion,120.0,5.9,6.0,2015,action
The Battalion,120.0,5.9,6.0,2015,drama
The Battalion,120.0,5.9,6.0,2015,history
All About the Money,0.0,6.7,6.0,2017,comedy
All About the Money,0.0,6.7,6.0,2017,action
All About the Money,0.0,6.7,6.0,2017,adventure
30 Years to Life,,5.0,1.0,1998,science fiction
30 Years to Life,,5.0,1.0,1998,thriller
Blood Freak,86.0,2.1,8.0,1972,science fiction
Blood Freak,86.0,2.1,8.0,1972,horror
Little Vera,128.0,6.4,10.0,1988,drama
Little Vera,128.0,6.4,10.0,1988,romance
The Rumyantsev Case,103.0,5.0,1.0,1955,crime
The Rumyantsev Case,103.0,5.0,1.0,1955,mystery
The Rumyantsev Case,103.0,5.0,1.0,1955,drama
Tale of the Siberian Land,114.0,0.0,0.0,1947,drama
Tale of the Siberian Land,114.0,0.0,0.0,1947,romance
Aniskin and Fantomas,129.0,6.0,1.0,1974,comedy
Aniskin and Fantomas,129.0,6.0,1.0,1974,mystery
We Are Family,99.0,6.2,58.0,2016,comedy
Winter Cherries,91.0,4.0,2.0,1985,comedy
Winter Cherries,91.0,4.0,2.0,1985,romance
Winter Cherries,91.0,4.0,2.0,1985,drama
ÐÑÐ°Ð»Ð¸ Ð² ÑÑÐ°Ð¼Ð²Ð°Ðµ ÐÐ»ÑÑ Ð¸ ÐÐµÑÑÐ¾Ð²,,6.0,1.0,1972,comedy
The Blonde Around the Corner,83.0,6.0,3.0,1983,comedy
The Blonde Around the Corner,83.0,6.0,3.0,1983,romance
Tiger Shark,77.0,7.8,3.0,1932,drama
Tiger Shark,77.0,7.8,3.0,1932,romance
The Whiskered Nanny,75.0,8.5,2.0,1977,family
The Whiskered Nanny,75.0,8.5,2.0,1977,comedy
Lenin in October,93.0,5.2,3.0,1937,drama
Lenin in October,93.0,5.2,3.0,1937,history
Love by Request,89.0,3.5,2.0,1982,romance
Love by Request,89.0,3.5,2.0,1982,comedy
ÐÑÐ¸ÐºÐ»ÑÑÐµÐ½Ð¸Ñ ÐÐ¾Ð¼Ð¾Ð²ÑÐ½ÐºÐ°,,9.0,1.0,1986,animation
Carnival,151.0,8.3,4.0,1982,comedy
Carnival,151.0,8.3,4.0,1982,drama
Carnival,151.0,8.3,4.0,1982,romance
"Don't call him ""Dimon""",0.0,7.5,6.0,2017,mystery
"Don't call him ""Dimon""",0.0,7.5,6.0,2017,documentary
WiNWiN,84.0,0.0,0.0,2016,
Choice of Purpose,158.0,0.0,0.0,1975,drama
Choice of Purpose,158.0,0.0,0.0,1975,history
Brain on Fire,95.0,8.0,41.0,2017,drama
The Cavern,94.0,0.0,0.0,1964,adventure
The Cavern,94.0,0.0,0.0,1964,war
The Cavern,94.0,0.0,0.0,1964,drama
Fanaa,168.0,6.7,53.0,2006,action
Fanaa,168.0,6.7,53.0,2006,drama
Fanaa,168.0,6.7,53.0,2006,romance
Fanaa,168.0,6.7,53.0,2006,thriller
One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,120.0,8.0,1.0,2014,documentary
Lucid Dream,101.0,6.8,27.0,2017,science fiction
Lucid Dream,101.0,6.8,27.0,2017,thriller
Fish and Elephant,106.0,4.8,4.0,2001,
Drone,91.0,5.7,55.0,2017,thriller
Dragonheart: Battle for the Heartfire,98.0,5.7,25.0,2017,adventure
The Straw Hat,127.0,6.3,5.0,1974,comedy
Wounded Game,93.0,6.8,4.0,1977,drama
The Longest Nite,81.0,6.4,8.0,1998,action
The Longest Nite,81.0,6.4,8.0,1998,crime
The Longest Nite,81.0,6.4,8.0,1998,drama
The Longest Nite,81.0,6.4,8.0,1998,thriller
Tourist Trap,90.0,6.3,59.0,1979,horror
Tourist Trap,90.0,6.3,59.0,1979,mystery
Tourist Trap,90.0,6.3,59.0,1979,thriller
Stasis,84.0,4.0,37.0,2017,adventure
Stasis,84.0,4.0,37.0,2017,science fiction
Amor.com,92.0,6.8,17.0,2017,romance
ÐÐµÐ´Ð²ÐµÐ´Ñ,,0.0,0.0,1938,comedy
The Portuguese Nun,127.0,6.2,5.0,2009,drama
Sinbad il marinaio,116.0,5.4,6.0,1947,adventure
Growing Up Smith,102.0,7.4,7.0,2017,comedy
Growing Up Smith,102.0,7.4,7.0,2017,family
Growing Up Smith,102.0,7.4,7.0,2017,drama
The Night Before Christmas,49.0,0.0,0.0,1951,animation
The Night Before Christmas,49.0,0.0,0.0,1951,fantasy
That Thing Called Tadhana,110.0,6.5,4.0,2014,romance
All Souls' Day,93.0,0.0,0.0,1961,drama
Metamorphoses,80.0,0.0,0.0,1978,fantasy
Metamorphoses,80.0,0.0,0.0,1978,animation
I'll Take You There,94.0,6.0,1.0,1999,comedy
I'll Take You There,94.0,6.0,1.0,1999,romance
I'll Take You There,94.0,6.0,1.0,1999,drama
Gulliver's Travels,186.0,6.9,35.0,1996,adventure
Gulliver's Travels,186.0,6.9,35.0,1996,family
Gulliver's Travels,186.0,6.9,35.0,1996,fantasy
AWOL,82.0,5.3,3.0,2017,drama
Angel,80.0,5.0,4.0,2016,romance
Angel,80.0,5.0,4.0,2016,comedy
Angel,80.0,5.0,4.0,2016,drama
Shimmer Lake,83.0,6.0,74.0,2017,thriller
Shimmer Lake,83.0,6.0,74.0,2017,crime
Shimmer Lake,83.0,6.0,74.0,2017,drama
Shimmer Lake,83.0,6.0,74.0,2017,mystery
How to Lose Weight in 4 Easy Steps!,7.0,7.0,1.0,2016,drama
"How Far, How Near",95.0,5.0,1.0,1972,drama
Ded Moroz i seriy volk,17.0,4.5,2.0,1978,
Black Night,90.0,7.7,6.0,2005,drama
The Mitten,10.0,7.0,9.0,1967,animation
The Sandman,88.0,5.8,5.0,2011,comedy
The Sandman,88.0,5.8,5.0,2011,drama
The Sandman,88.0,5.8,5.0,2011,fantasy
The Dog in the Manger,138.0,5.8,3.0,1977,comedy
Extraordinary Mission,117.0,8.7,3.0,2017,action
Extraordinary Mission,117.0,8.7,3.0,2017,crime
Extraordinary Mission,117.0,8.7,3.0,2017,thriller
Passer-By,36.0,0.0,0.0,1984,documentary
Let Me Make You a Martyr,85.0,6.1,11.0,2016,action
Let Me Make You a Martyr,85.0,6.1,11.0,2016,mystery
Let Me Make You a Martyr,85.0,6.1,11.0,2016,drama
Let Me Make You a Martyr,85.0,6.1,11.0,2016,crime
Let Me Make You a Martyr,85.0,6.1,11.0,2016,thriller
Let Me Make You a Martyr,85.0,6.1,11.0,2016,fantasy
Word Is Out,124.0,6.5,2.0,1977,documentary
Le grand MÃ©liÃ¨s,31.0,8.0,1.0,1952,documentary
Le grand MÃ©liÃ¨s,31.0,8.0,1.0,1952,drama
Playing Cards,1.0,4.7,9.0,1896,documentary
Center of My World,115.0,7.7,35.0,2016,drama
Center of My World,115.0,7.7,35.0,2016,family
I Know a Woman Like That,87.0,0.0,0.0,2009,documentary
It's Not the Time of My Life,81.0,4.0,2.0,2016,comedy
It's Not the Time of My Life,81.0,4.0,2.0,2016,drama
Legend of the Galactic Heroes: Golden Wings,59.0,8.0,3.0,1992,animation
A Terrible Night,1.0,6.2,13.0,1896,comedy
A Terrible Night,1.0,6.2,13.0,1896,horror
South Of Pico,84.0,0.0,0.0,2007,drama
What Happened to Monday,123.0,7.3,598.0,2017,science fiction
What Happened to Monday,123.0,7.3,598.0,2017,thriller
Malcolm X,91.0,7.5,2.0,1972,documentary
House of Last Things,110.0,5.2,21.0,2013,fantasy
House of Last Things,110.0,5.2,21.0,2013,thriller
7:19,0.0,6.7,7.0,2016,thriller
